ID;Title;Price;Postage;Sell_Date;Location;Condition;Product_Type;Product_Line;Brand;Screen_Size;Screen_Resolution;Storage_Type;Storage_Capacity;Model;Operating_System;Operating_System_Edition;RAM_Memory;Processor;Processor_Speed;Seller;Seller_Notes;URL
1159;"17.3"" HP Envy 17 Gaming Laptop Intel i7 Quad 16GB 120GB SSD + HDD GeForce Win10";625.00;;03-Apr 10:34;Scunthorpe, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;"17.3"" Full HD";;HDD + SSD;;Envy 17;Windows 10;Home;16 GB;Intel Core i7 4th Gen.;Turbo up to 3.4GHz;k_a_tech;Very Good Overall Condition. 90 Days Warranty. Fully refurbished. Upgraded and Maxed out System RAM or Storage Drive or Performance. Works really Fast & Reliable. Best Regards K&A Tech Computers;https://www.ebay.co.uk/itm/17-3-034-HP-Envy-17-Gaming-Laptop-Intel-i7-Quad-16GB-120GB-SSD-HDD-GeForce-Win10-/223949494057?hash=item34246e1729%3Ag%3AU64AAOSw00JeU-1o&nma=true&si=JUs1j8S5%252BuzAURc1%252B5aVxy7A%252FKI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1160;Dell Precision M6800 Fast i7 4810MQ 256GB SSD 16GB MS Office Nvidia 17.3” Win 10;499.99;25.97;03-Apr 10:34;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;17.3 in;1920 x 1080;SSD (Solid State Drive);256 GB;Dell Precision M6800;Windows 10;Professional;16 GB;Intel Core i7 4th Gen;2.80 GHz;klmgpurchasing;;https://www.ebay.co.uk/itm/Dell-Precision-M6800-Fast-i7-4810MQ-256GB-SSD-16GB-MS-Office-Nvidia-17-3-Win-10-/174238455990?hash=item28916bd8b6%3Ag%3A9gwAAOSwKY9ehatq&nma=true&si=B1LTvwq%252FnMQic0nHpAHfmsTVRX0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1161;Dell Precision 5510 Touch 4K Intel i7 6820HQ 16GB RAM 512GB SSD Laptop UltraBook;545.00;;03-Apr 10:34;St. Albans, United Kingdom;Used;Mobile-Workstation;;Dell;15.6 in;3840 x 2160;SSD (Solid State Drive);;Dell Precision 5510;Windows 10 Pro;;16 GB;Intel Core i7 6th Gen.;2.70 GHz;next_level_tuning;;https://www.ebay.co.uk/itm/Dell-Precision-5510-Touch-4K-Intel-i7-6820HQ-16GB-RAM-512GB-SSD-Laptop-UltraBook-/274320609853?hash=item3fdec8523d%3Ag%3ALpsAAOSwUvxebfrN&nma=true&si=k4ls3nBjuoUC3OnIp8riLatrdwc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1162;Dell Vostro 5590 Laptop 15.6 FHD, i7 10th Gen 10510U,16GB RAM, 512GB SSD, NVIDIA;849.95;32.35;03-Apr 10:34;Liverpool, United Kingdom;Opened - never used;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;SSD (Solid State Drive);;Dell Vostro;Windows 10;;16 GB;Intel Core i7 10th Gen.;4.90 GHz;the-tech-saver;New machine in its Dell Box with long Dell warranty plus dedicated graphics and a great saving on RRP !;https://www.ebay.co.uk/itm/Dell-Vostro-5590-Laptop-15-6-FHD-i7-10th-Gen-10510U-16GB-RAM-512GB-SSD-NVIDIA-/333564056848?hash=item4da9f79510%3Ag%3AcxAAAOSw2aJehILy&nma=true&si=elX3aCgr1P0JoVMXyKFoK4oA1fI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1163;"HP Envy 15.6"" Intel i7-4702MQ Quad 16GB 2.20GHz 4 Core Gaming Laptop";290.00;20.00;04-Apr 21:57;Jēkabpils, Zemgale, Latvia;Used;Notebook/Laptop;;HP;15.6 in;;HDD (Hard Disk Drive);;HP Envy 15;Windows 7 Ultimate;Home;16 GB;Intel Core i7 4th Gen.;2.20 GHz;kalvansbrothers;Used, but still in good working condition with a few scratches. Comes without charger!;https://www.ebay.co.uk/itm/HP-Envy-15-6-034-Intel-i7-4702MQ-Quad-16GB-2-20GHz-4-Core-Gaming-Laptop-/223964723960?hash=item3425567af8%3Ag%3AbsoAAOSwf05ePrjH&nma=true&si=TPrXl%252B7aYhhAc%252BuEtwYRqBbtWBE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1164;"DELL LATITUDE E7250- i7 5TH GEN-SUPER FAST 16GB RAM+256 SSD WEBCAM-12.5""-NO DVD";279.99;21.56;03-Apr 10:34;Dagenham, Essex, United Kingdom;Manufacturer refurbished;;;dell latitude;12.5 in;;;;Dell Latitude E7250;;;;Intel Core i7 5th Gen.;;computersdenltd_6;EXCELLENT EX BUSINESS LAPTOP DELL LATITUDE E7250,256 SSD SSD + 16GB RAM ,INTEL CORE i7-4TH GENRATION. WINDOWS 10 PRO,64 BIT.ALL THE DRIVERS BEEN DONE,JUST PLUG IN AND GO.NO DVD;https://www.ebay.co.uk/itm/DELL-LATITUDE-E7250-i7-5TH-GEN-SUPER-FAST-16GB-RAM-256-SSD-WEBCAM-12-5-034-NO-DVD-/124138104116?hash=item1ce7352534%3Ag%3AAkkAAOSw92RehJ3P&nma=true&si=Gl69DVEOScI5EgbXnk9%252BhPx%252Bcr4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1165;Lenovo ThinkPad X270 i7-7600U 16GB RAM 512GB SSD FHD 1920x1080 IPS Touch Screen;695.00;19.50;03-Apr 10:34;Welling, United Kingdom;Used;Subnotebook/Ultraportable;;Lenovo;"12.5"" FHD 1920x1080 IPS Touch Screen";1920 x 1080;SSD (Solid State Drive);;Lenovo ThinkPad X270;Windows 10 Pro;;16 GB;Intel 7th Gen Core i7-7600U;2.8GHz/3.9GHz (Turbo);thinkpart;Lightly used, very good conditions. See the photos of the actual laptop.;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X270-i7-7600U-16GB-RAM-512GB-SSD-FHD-1920x1080-IPS-Touch-Screen-/274308939076?hash=item3fde163d44%3Ag%3A02oAAOSwqzhedqKl&nma=true&si=EWCfMor5tIsZ1M34lugeLhoPhug%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1166;"Dell XPS 13 7390 2-in-1, i7, 16GB RAM, 512GB HDD, 13.4"" UHD+, 2YR WTY";1499.99;17.99;03-Apr 10:34;East Kilbride, United Kingdom;Manufacturer refurbished;Notebook/Laptop;;Dell;13.4 in;3840 x 2400;SSD;;XPS 13 7390 2-in-1;Windows 10 Home;;16 GB;Intel Core i7-1065G7 (4 Core), 1.3 GHz (3.9 GHz Max Turbo);1.3 GHz;europc_store;;https://www.ebay.co.uk/itm/Dell-XPS-13-7390-2-in-1-i7-16GB-RAM-512GB-HDD-13-4-034-UHD-2YR-WTY-/283805444463?hash=item42141f696f%3Ag%3AF7oAAOSw0IBeYT9y&nma=true&si=wGxH6WOgRVUXWOhzWAOXl7YtrrQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1167;"Lenovo ThinkPad X1 Carbon 6th Gen i7-8550U 16GB RAM 256GB SSD 14"" WQHD New";1250.00;20.00;03-Apr 10:34;Huddersfield, United Kingdom;New;;;Lenovo;14 in;2560 x 1440;SSD (Solid State Drive);;Lenovo Thinkpad X1 Carbon 6th Gen;Windows 10 Pro;;16 GB;i7-8550U;;deltatradeuk;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X1-Carbon-6th-Gen-i7-8550U-16GB-RAM-256GB-SSD-14-034-WQHD-New-/114156375278?hash=item1a94400cee%3Ag%3A5n0AAOSwzEdeTV8j&nma=true&si=OqfRzCrrtky6L0uLmZem5QghXNE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1168;"MICROSOFT 12.3"" Intel® Core™ i7 Surface Pro 7 - 256 GB SSD, Platinum";1199.00;;03-Apr 10:34;London, United Kingdom;New;Convertible 2-in-1 Laptop/Tablet;;Microsoft;12.3 in;;SSD (Solid State Drive);;Microsoft Surface Pro;Windows 10;;16 GB;Intel Core i7 10th Gen.;1.30 GHz;u_mob;;https://www.ebay.co.uk/itm/MICROSOFT-12-3-034-Intel-Core-i7-Surface-Pro-7-256-GB-SSD-Platinum-/264681148679?epid=16034631481&hash=item3da039d107%3Ag%3AasMAAOSwUGFeNtQB&nma=true&si=Y%252FnA1bL4SQLlD8xqodBWaO%252FCocY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1169;LENOVO T580 Thinkpad | i7-8650 | 16GB | 512GB NVMe SSD | IPS FHD | 3YR+ WARRANTY;759.99;;03-Apr 10:34;Blackburn, United Kingdom;Seller refurbished;Notebook | Laptop;ThinkPad;Lenovo;"15.6"" inch IPS 16:9 1920 x 1080 / Full HD";;SSD (Solid State Drive);;T580;Windows 10;Professional 64-bit 1909;16GB DDR4 @ 2400MHz;Intel® Core™ i7-8650u (8th Gen) Kaby Lake R;1.9GHz | 4.2GHz Turbo | 8MB SmartCache | 4 Core;the-gadget-spot-uk;"Great Condition Overall; Unboxed. Ideal for Business Application. 3 Years+ Lenovo On Site Parts & Labour Service Warranty Remaining until 08th June 2023. Lenovo International Services Entitlement & Accidental Damage Protection Remaining until 08th June 2023. Latest BIOS Firmware & Windows 10 Updates Applied. Screen & Keyboard Area Immaculate. Corners & Edges Very Clean. Light Marks to Lid & Underside from Use. Supplied with Genuine Lenovo 65w Type-C Power Supply.";https://www.ebay.co.uk/itm/LENOVO-T580-Thinkpad-i7-8650-16GB-512GB-NVMe-SSD-IPS-FHD-3YR-WARRANTY-/274324443915?hash=item3fdf02d30b%3Ag%3ApP0AAOSw3sNebSwv&nma=true&si=9O722qzPnSiwtbrRh9Osl6dMBkM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1170;"HP Envy 17 Core i7@ 2.40GHz 16GB RAM 17.3"" FULL HD, 48GB SSD + 1TB HDD, Win 10";359.99;;03-Apr 10:34;Wallington, United Kingdom;Seller refurbished;Notebook/Laptop;Envy 17;HP;17.3 in;;HDD + SSD;;HP Envy 17-J053EA;Windows 10;Professional;16 GB;Intel Core i7 4th Gen.;2.40 GHz;ogydo;High Spec Fully working in good condition, refurbished with two hard drives - a 480GB SSD drive for fast bootup and 1TB HDD drive for storage, Full HD dispay with 2GB dedicated Nvidia GeForce GT 740M card,. Windows 10 Pro and Office 2019 Professional Plus installed, a good battery and also comes with a nearly new Belkin laptop bag;https://www.ebay.co.uk/itm/HP-Envy-17-Core-i7-2-40GHz-16GB-RAM-17-3-034-FULL-HD-48GB-SSD-1TB-HDD-Win-10-/233546804702?hash=item3660796dde%3Ag%3ALm8AAOSwfadehbHj&nma=true&si=M58h%252BBgpJnniEgdU0rU%252F%252FWL%252FaPA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1171;"Lenovo ThinkPad T440p 14"" Laptop Quad Core i7 4700MQ 2.4GHz 16GB 500GB - No Batt";174.99;12.00;03-Apr 10:34;Leeds, West Yorkshire, United Kingdom;Used;Notebook/Laptop;;Lenovo;14 in;;;;Lenovo ThinkPad T440P;Not Included;;16 GB;Intel Core i7 4th Gen.;2.4 GHz;computersinleeds;Condition: - Okay condition - some marks, scratches, sticker marks.- Case has some damage above the side grill.- Screen is in good condition - may have tiny marks from day to day use.Specification: - See the title and images for specification.Testing: - Powers to BIOS fine with no errors or passwords. Fans run fine.- Hard drive has been data wiped.Operating System: - Not installed.What's Included: - Laptop Only.What's Not Included: - Battery.- Power adaptor / Other accessories / Cables / Software / Drivers etc.;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-T440p-14-034-Laptop-Quad-Core-i7-4700MQ-2-4GHz-16GB-500GB-No-Batt-/114138808514?epid=3027239351&hash=item1a933400c2%3Ag%3Ay6gAAOSw8qBeX2Hm&nma=true&si=pwbuIe%252FbfC7dJCnuECtYmy%252FGbE8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1172;"Dell Latitude 7490 Laptop 14"" Full HD Touch, intel i7 8650U, 16GB RAM, 512GB SSD";849.95;32.35;03-Apr 10:34;Liverpool, United Kingdom;Opened - never used;Notebook/Laptop;;Dell;14 in;1920 x 1080;SSD (Solid State Drive);512 GB;Dell Latitude 7490;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;4.20 GHz;the-tech-saver;"New Laptop in its Dell Box with long Dell ""Pro Support"" warranty";https://www.ebay.co.uk/itm/Dell-Latitude-7490-Laptop-14-034-Full-HD-Touch-intel-i7-8650U-16GB-RAM-512GB-SSD-/333562360106?hash=item4da9ddb12a%3Ag%3AqKkAAOSwhD9eWmuf&nma=true&si=Di2jQk6GrxDM3klTCkslyAFwdq4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1173;Dell XPS 13 9380 Core i7 8565U 16GB RAM 512GB NVMe SSD 4K UHD Touch;900.00;24.99;03-Apr 10:34;Kaunas, Lithuania;Used;;;Dell;13.3 in;;;;Dell XPS 13 9380;;;16 GB;;;ciakst;Excellent condition;https://www.ebay.co.uk/itm/Dell-XPS-13-9380-Core-i7-8565U-16GB-RAM-512GB-NVMe-SSD-4K-UHD-Touch-/352994512853?hash=item52301ccfd5%3Ag%3AudcAAOSw54NeOCpE&nma=true&si=3jU0grI8J4cSoTUmg4fjYr0W4es%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1174;ALIENWARE 15 R3 CORE i7 7820HK 16GB MEM 250GB SSD 1TB HDD 8GB GTX1080 FHD LZM2;1075.00;35.00;03-Apr 10:34;BRIGHOUSE, United Kingdom;Seller refurbished;Notebook/Laptop;ALIENWARE;Dell;"15.6"" FHD 120z GSYNC";1920 x 1080;HDD + SSD;;Alienware 15;Windows 10;Professional;16 GB;Intel Core i7 7th Gen.;2.90 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark. THIS UNIT HAS A LONG LIGHT SCRATCH ON THE BACK LID, THE ALIENWARE FX LIGHT SYSTEM IS NOT WORKING;https://www.ebay.co.uk/itm/ALIENWARE-15-R3-CORE-i7-7820HK-16GB-MEM-250GB-SSD-1TB-HDD-8GB-GTX1080-FHD-LZM2-/143567899867?hash=item216d504cdb%3Ag%3AA0gAAOSw8VJZjEdO&nma=true&si=UaswMf2ECXKheZ4VXiCIwtkeysE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1175;"Microsoft Surface Book 2 15"" - Pristine (512GB, i7, 16GB, 1060GTX)";1349.00;;03-Apr 10:34;Southampton, United Kingdom;Used;;;Microsoft;15 in;;;;Microsoft Surface Book 2;;;16 GB;Intel Core i7 8th Gen.;4.20 GHz;moogleassassin;;https://www.ebay.co.uk/itm/Microsoft-Surface-Book-2-15-034-Pristine-512GB-i7-16GB-1060GTX-/153885267219?hash=item23d446d513%3Ag%3A78kAAOSw1dVehcZr&nma=true&si=agr5mbB3bPGSNPbiACxOhziU2kc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1176;"Dell XPS 7390 13.3"" (512GB SSD, Intel Core i7 10th Gen, Touchscreen 16GB) Laptop";1200.00;39.06;03-Apr 10:34;Blackwater, United Kingdom;Used;Notebook/Laptop;;Dell;13.3 in;;;;;;;16 GB;Intel Core i7 10th Gen.;4.90 GHz;habirehma-9;;https://www.ebay.co.uk/itm/Dell-XPS-7390-13-3-034-512GB-SSD-Intel-Core-i7-10th-Gen-Touchscreen-16GB-Laptop-/164146297955?hash=item2637e1bc63%3Ag%3AbNcAAOSwt1ZehMQ5&nma=true&si=Pi6pgt8tfKv2kHm%252FucoBp2sURqU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1177;"MSI GF63 Thin 9SC-066 15.6"" Gaming Laptop, Thin Bezel, Intel Core i7-9750H, N...";1049.00;27.95;03-Apr 10:34;London, United Kingdom;New;Notebook/Laptop;;MSI;15.6 in;;;;;;;16 GB;Intel Core i7 9th Gen.;;toniojesusde;;https://www.ebay.co.uk/itm/MSI-GF63-Thin-9SC-066-15-6-034-Gaming-Laptop-Thin-Bezel-Intel-Core-i7-9750H-N-/303525404769?hash=item46ab862061%3Ag%3AGd8AAOSw1mZeKmzg&nma=true&si=Is9opHHu9DxASxDNLc0gtu1%252Bt7k%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1178;"Lenovo ThinkPad X260 12.5"" Laptop Intel i7-6600u 16GB RAM 256GB SSD WIN10p R256";375.00;;03-Apr 10:34;Southall, United Kingdom;Seller refurbished;Notebook/Laptop;;Lenovo;12.5 in;1920 x 1080;SSD (Solid State Drive);;Lenovo ThinkPad X260;Windows 10;;;Intel Core i7 6th Gen.;2.60 GHz;s60teck;Very fast,used but clean machine with warranty;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X260-12-5-034-Laptop-Intel-i7-6600u-16GB-RAM-256GB-SSD-WIN10p-R256-/153867430607?hash=item23d336aacf%3Ag%3AY2YAAOSwi95earxQ&nma=true&si=n%252BYwBx17ukF3darKb4qKAH%252FFH1E%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1179;"15.6"" AERO 15X-CF1, FHD, i7 7700HQ, 16GB DDR4, 2x512GB SSD, 8GB GTX 1070 MaxQ";900.00;;03-Apr 10:34;Woodbridge, United Kingdom;Used;Notebook/Laptop;;Gigabyte;"15.6""";3840x2160 (Ultra HD);2x 512GB M.2 PCIe NVMe SSD;2x512GB;;Windows 10;Professional;16 GB;Intel Core i7 7th Gen.;2.80 GHz;billplatter;;https://www.ebay.co.uk/itm/15-6-034-AERO-15X-CF1-FHD-i7-7700HQ-16GB-DDR4-2x512GB-SSD-8GB-GTX-1070-MaxQ-/193321227561?hash=item2d02d7d529%3Ag%3AmxgAAOSwNMZeEk1m&nma=true&si=7FNXIkLHdZu0WXyC7osrOnXYmZw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1180;Microsoft Surface Pro 7 Tablet, Intel Core i7 Processor, 16GB RAM, 512GB SSD,;1280.00;;03-Apr 10:34;Bury / Manchester, United Kingdom;Used;Convertible 2-in-1 Laptop/Tablet;;Microsoft;12.3 in;;SSD (Solid State Drive);;Microsoft Surface Pro;Windows 10 Pro;;16 GB;Intel Core i7 7th Gen.;;buryelectronics;Good condition, no scratches on the screen;https://www.ebay.co.uk/itm/Microsoft-Surface-Pro-7-Tablet-Intel-Core-i7-Processor-16GB-RAM-512GB-SSD-/164137557167?hash=item26375c5caf%3Ag%3A9rkAAOSwROteemQI&nma=true&si=%252B0hBp%252Fk%252FYf9OOwZwI41lmbdLe0w%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1181;DELL XPS 13 9360 4KTouchscreen  i7-8550U 16GB 512GB Win10 12 Month Warranty;799.00;51.26;03-Apr 10:34;Manchester, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;13.3 in;3200 x 1800;SSD (Solid State Drive);;Dell XPS 13 9360;Windows 10;;16 GB;Intel Core i7 8th Gen.;1.80 GHz;davidk2001;Looks to be Grade A. Will have generic dell box and charger.;https://www.ebay.co.uk/itm/DELL-XPS-13-9360-4KTouchscreen-i7-8550U-16GB-512GB-Win10-12-Month-Warranty-/124139092793?epid=28033925561&hash=item1ce7443b39%3Ag%3AlNEAAOSwzCFeayAk&nma=true&si=qBF3rbsWsC6JeHTYZ%252FheyBpdh0c%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1182;"HP ZBook 15 i7-4800QM 2.7Ghz 16GB 256GB SSD 15.6"" Quadro Win10 Laptop DAMAGED3";249.99;21.13;03-Apr 10:34;Leigh-on-sea, Essex, United Kingdom;Used;Laptop;Zbook;HP;"15.6""";;SSD (Solid State Drive);;zbook 15;Windows 10 professional;;16GB;Intel Core i7;2.7GHz;tecuk;Full working order but price reduced due to damage on vent (See pic) and the USB socket next to the vent is also damaged and not usable. beyond this it is in general used condition as you would expect;https://www.ebay.co.uk/itm/HP-ZBook-15-i7-4800QM-2-7Ghz-16GB-256GB-SSD-15-6-034-Quadro-Win10-Laptop-DAMAGED3-/303530074207?hash=item46abcd605f%3Ag%3AKNYAAOSwrCZbDWT%7E&nma=true&si=Ah1SLQTKbNsPyy5RoC1HfFnJ890%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1183;MSI Camo, Intel Core i7, GeForce GTX 1060,256 SSD+1TB HDD, 15.6 in Gaming Laptop;799.99;9.99;04-Apr 21:57;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;MSI;15.6 in;;SSD + HDD;;;Windows 10;;;Intel Core i7 7700HQ;;tabretail;Refurbished item. Tested and fully working. Any signs of use will be very minor. Packaging may be tatty or none original. However we do back this up with 1 year warranty!;https://www.ebay.co.uk/itm/MSI-Camo-Intel-Core-i7-GeForce-GTX-1060-256-SSD-1TB-HDD-15-6-in-Gaming-Laptop-/184197392613?epid=2283539184&hash=item2ae30528e5%3Ag%3AbjsAAOSwZcJeX54K&nma=true&si=InWvircwBhi26LEWfkPZSafuNBA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1184;RAZER Blade Stealth 13 in Gaming Intel i7-7500U 16GB RAM 512GB 4k Touch Screen;500.00;25.81;03-Apr 10:34;Keighley, United Kingdom;Used;Notebook/Laptop;;Razer;12.5 in;3840 x 2160;SSD (Solid State Drive);512GB;RZ09-01962;Windows 10 (64-bit);Windows 10 Home;16 GB;Intel Core i7-7500U 7th Gen.;2.70 GHz;simon2181;;https://www.ebay.co.uk/itm/RAZER-Blade-Stealth-13-in-Gaming-Intel-i7-7500U-16GB-RAM-512GB-4k-Touch-Screen-/274326080349?epid=3037435193&hash=item3fdf1bcb5d%3Ag%3AM90AAOSw5nxehnCO&nma=true&si=Gew2BPbLMYXzKmySo6%252BNIonzJS8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1185;ASUS ZENBOOK UX533F SLIM GAMING QUAD CORE I7-8565 NVIDIA GTX 1050 16GB DDR4 RAM;549.99;89.99;03-Apr 10:34;Slough, United Kingdom;Used;Notebook/Laptop;;ASUS;;;;;;;;16 GB;Intel Core i7 8th Gen.;;gadgets4u-uk;;https://www.ebay.co.uk/itm/ASUS-ZENBOOK-UX533F-SLIM-GAMING-QUAD-CORE-I7-8565-NVIDIA-GTX-1050-16GB-DDR4-RAM-/153867408463?hash=item23d336544f%3Ag%3A45sAAOSwmWxdxSFg&nma=true&si=nJ7IQt7AKHmu2J9SEsf%252F7f2zgHo%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1186;"HP Spectre x360 13-AW0500NA 13.3"" 4K 2 in 1 Laptop Intel i7-1065G7 16GB/1TB SSD";1549.99;;04-Apr 21:57;Ringwood, United Kingdom;Manufacturer refurbished;;;HP;13.30 Inches;;;;;Windows 10 Home;;;Intel Core i7;;deal_buyer;*14 Day Customer Change of Mind Return - Grade A Condition - 12 Months Warranty;https://www.ebay.co.uk/itm/HP-Spectre-x360-13-AW0500NA-13-3-034-4K-2-in-1-Laptop-Intel-i7-1065G7-16GB-1TB-SSD-/133375442259?hash=item1f0dcbbd53%3Ag%3A5RYAAOSwxKxeg1mF&nma=true&si=BFZvCBEgLeiA5tn%252F9ElBGzpKr%252Fg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1187;Dell XPS 15 7590 Core i7 9750H -16GB DDR4 500GB SSD 4GB GTX1650  4K OLED TWJ0Z2;1395.00;35.00;04-Apr 21:57;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Notebook/Laptop;XPS;Dell;"15.6"" 4K OLED NON TOUCH";;SSD (Solid State Drive);;Dell XPS 15 7590;Windows 10;Professional;16 GB;Intel Core i7 9th Gen.;2.60 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/Dell-XPS-15-7590-Core-i7-9750H-16GB-DDR4-500GB-SSD-4GB-GTX1650-4K-OLED-TWJ0Z2-/133268744194?hash=item1f076fa802%3Ag%3AwXwAAOSwVwtbavl9&nma=true&si=RcwGHvBPncaCJAF9uTzEGdCt6pw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1188;Dell XPS 13 9360 (i7-7560u, 16GB RAM, 512Gb SSD, Intel Iris Graphics);600.00;;07-Apr 11:53;Grangemouth, United Kingdom;Seller refurbished;;;Dell;;;;;Dell XPS 13 9360;;;16 GB;Intel Core i7 8th Gen.;;jacksryan;;https://www.ebay.co.uk/itm/Dell-XPS-13-9360-i7-7560u-16GB-RAM-512Gb-SSD-Intel-Iris-Graphics-/264689065323?hash=item3da0b29d6b%3Ag%3AkgMAAOSwugJeh-lW&nma=true&si=xfsje3LWXrDZMEvK46bMLH9vHtE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1189;Dell XPS L501X i7 laptop 16gb ram 640gb HDD win 10 Wifi HDMI webcam;190.00;;04-Apr 21:57;Batley, United Kingdom;Used;Notebook/Laptop;;Dell;;;;;;Windows 10;;;;;intexic;;https://www.ebay.co.uk/itm/Dell-XPS-L501X-i7-laptop-16gb-ram-640gb-HDD-win-10-Wifi-HDMI-webcam-/164126365208?hash=item2636b19618%3Ag%3AMZEAAOSwiaVeOJ2Y&nma=true&si=zuNUh8QmZxWlQzn5Dw0wPKZFZhw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1190;"Razer Blade Stealth Gaming Laptop i7 7500 16GB 500GB SSD Win 10 RZ09-0196 12.5""";599.00;35.65;04-Apr 21:57;Camberley, United Kingdom;Seller refurbished;Notebook/Laptop;;Razer;12.5 in;;;500 GB;Razer Blade Stealth;Windows 10;;16 GB;;;quickepc;Tested working - Has been cleaned and fully restored - Battery holds charge and shows as 100 charged, but not tested any further. Charger is Not supplied with this laptop.See photos for sign of used;https://www.ebay.co.uk/itm/Razer-Blade-Stealth-Gaming-Laptop-i7-7500-16GB-500GB-SSD-Win-10-RZ09-0196-12-5-034-/264687173372?hash=item3da095befc%3Ag%3AGaoAAOSwWWxefdBj&nma=true&si=VR4CYVmpVuH0REY7%252B5Sd0hcURrU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1191;Dell Precision M6700 Fast i7 3740QM 256GB SSD 16GB Nvidia 17.3” Office 19 Win 10;399.99;24.10;04-Apr 21:57;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;17.3 in;1920 x 1080;SSD (Solid State Drive);;Dell Precision M6700;Windows 10;;16 GB;Intel Core i7 3rd Gen.;2.70 GHz;klmgtrading;;https://www.ebay.co.uk/itm/Dell-Precision-M6700-Fast-i7-3740QM-256GB-SSD-16GB-Nvidia-17-3-Office-19-Win-10-/254558199016?hash=item3b44d9dce8%3Ag%3A5CsAAOSw4rZehjbA&nma=true&si=0hfj%252BqMKW6U3MdxIVpChOBkYUsM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
